filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
classical.00014.wav,661794,0.2340324819087982,0.0836253836750984,0.0316253043711185,0.0005948425387032,1279.434903021527,98497.42907874173,1370.555504225026,48999.86294512465,2388.986482199826,386200.0004783712,0.0684507625193348,0.0005001499420313,-4.362501385912765e-06,0.0013136795023456,-1.0607618605718017e-05,6.511642277473584e-05,143.5546875,-324.5988464355469,5538.27490234375,147.82327270507812,692.0213623046875,-31.917369842529297,279.18768310546875,27.39212417602539,72.82105255126953,-4.489181518554688,146.3319091796875,-4.173313617706299,90.32386779785156,-12.580123901367188,89.4715576171875,-5.148221492767334,70.20037078857422,-7.733166694641113,66.51943969726562,0.8268705010414124,77.24463653564453,-8.188446998596191,65.26492309570312,-0.8406911492347717,99.38050842285156,0.993327021598816,150.16238403320312,3.6642777919769287,113.08538818359376,6.218793869018555,94.28446197509766,4.725958347320557,88.94430541992188,-0.0250194575637578,87.57740020751953,-2.3285939693450928,100.42488098144533,2.229193210601806,100.82655334472656,-0.5623905658721924,123.6682357788086,classical
disco.00062.wav,661504,0.4268376231193542,0.087968960404396,0.1511131078004837,0.0084601435810327,2387.4656343313104,436699.2885571415,2190.8605925807474,100056.1820369392,4919.620805992605,1407922.4421634397,0.1276283352668213,0.0038579300401087,-3.567466410459019e-05,0.0066268141381442,-0.0001511778536951,0.0176239553838968,107.666015625,-107.9479751586914,5129.81103515625,81.93929290771484,674.1939086914062,-30.630815505981445,687.76953125,41.33343124389648,314.6420288085937,-8.502544403076172,203.61257934570312,31.353864669799805,172.7581024169922,-8.860758781433105,181.4716796875,26.036848068237305,100.03410339355467,-8.254556655883789,114.87425231933594,17.899797439575195,88.53814697265625,-4.644477844238281,79.07203674316406,7.428382396697998,45.60757827758789,-4.351047992706299,59.346473693847656,4.486414909362793,49.875732421875,-4.101160526275635,56.34042739868164,3.071747303009033,48.37238311767578,-0.2760102152824402,59.503055572509766,4.988714218139648,65.94054412841797,0.4030188620090484,75.98090362548828,3.827569961547852,87.5791015625,disco
metal.00062.wav,661794,0.4561342597007751,0.0759010314941406,0.0976094603538513,0.000364189967513,2269.128008899588,135794.1650717323,1928.9535377333293,88450.19657278399,4186.459371827871,726523.7645443369,0.1373478888727765,0.0010841852363464,-0.0015716589987277,0.0042244093492627,-0.0021897479891777,0.0025301980786025,117.45383522727272,-100.38411712646484,1325.9510498046875,104.68810272216795,394.06549072265625,-57.247859954833984,329.421875,56.56850051879883,113.16920471191406,-5.551697254180908,93.51006317138672,22.8248348236084,101.30707550048828,-6.1652655601501465,110.29623413085938,23.091785430908203,78.82154846191406,-19.065330505371094,50.222286224365234,17.791446685791016,52.02570343017578,-13.772540092468262,48.23233795166016,9.95872402191162,50.01318740844727,-14.852402687072754,48.86042785644531,0.3401103615760803,71.15888214111328,-7.33362340927124,52.941802978515625,6.971109390258789,40.83674240112305,-12.668804168701172,40.83087539672852,-0.5568851232528687,31.07979202270508,-11.75422477722168,37.40583038330078,-1.5408142805099487,30.325340270996094,metal
disco.00020.wav,661794,0.3425062596797943,0.0872718393802642,0.1245862394571304,0.0008378190104849,2116.927274597057,515050.8150617767,2114.133668942852,193305.2910083335,4349.140806264501,1977684.7699858693,0.1032629876015081,0.0022138993975123,-1.1375639132893411e-06,0.0085875419899821,-6.288804343057564e-06,0.0035039130598306,161.4990234375,-104.112060546875,3020.08349609375,105.87216186523438,1423.01318359375,-14.32532024383545,438.8323669433594,36.70711898803711,234.27114868164065,-10.33620834350586,199.38026428222656,16.7938232421875,87.4444580078125,-6.814496994018555,76.57636260986328,8.132145881652832,74.44259643554688,-4.465441703796387,66.64546203613281,0.976478099822998,78.98702239990234,-10.008007049560549,77.83501434326172,0.3817832469940185,63.853546142578125,-1.7023789882659912,56.26195907592773,2.970211982727051,55.64759826660156,-0.8962422013282776,48.23915481567383,-3.0610392093658447,39.75847625732422,-4.454470634460449,50.127925872802734,-6.517131805419922,48.23455810546875,-8.449628829956055,67.86986541748047,-2.7755565643310547,63.80086898803711,disco
rock.00054.wav,661794,0.3466607928276062,0.0865446254611015,0.0654837861657142,0.0006362874410115,2632.220428269073,958920.6213559732,2550.0968218724747,200989.87030171003,5309.858069895592,3290751.8109511365,0.1324031443348801,0.0072983240984107,0.0019100762438029,0.0034394608810544,0.0007043023942969,0.0006037598941475,107.666015625,-156.25491333007812,2346.448486328125,75.62688446044922,993.6600952148438,-16.519718170166016,274.4117736816406,16.34125328063965,229.2139434814453,5.802772521972656,125.86487579345705,6.013739585876465,95.56765747070312,-4.144252777099609,76.33209228515625,-3.765200138092041,96.87210083007812,-6.1695075035095215,86.8272705078125,-8.927266120910645,91.87056732177734,-4.09503698348999,70.13561248779297,-2.1989924907684326,91.84138488769533,-4.644524574279785,85.15475463867188,-5.415280818939209,82.27101135253906,-4.686644077301025,53.8546028137207,-7.079800128936768,66.47673797607422,-3.8885347843170166,38.89623641967773,1.3814520835876465,56.4952278137207,-2.003372430801392,80.23052215576172,-4.719515323638916,48.16933059692383,rock
hiphop.00007.wav,661504,0.4326165616512298,0.0885555669665336,0.2639992237091064,0.0094279870390892,2046.5915966338584,498193.4601029393,2268.578382239071,210136.79154504384,4551.99090731946,2446173.2000634936,0.0786366945813998,0.0025502613925913,-7.138916316762334e-06,0.0317348204553127,-0.0004984246334061,0.0241626854985952,123.046875,-58.490509033203125,3682.6669921875,103.08843231201172,636.634765625,-7.252600193023682,728.363525390625,44.899993896484375,418.3019714355469,-8.622699737548828,285.6240234375,12.375714302062988,180.6306304931641,-13.774521827697754,207.14263916015625,19.99382400512696,127.5369644165039,-13.144331932067873,152.93734741210938,17.161270141601562,95.91344451904295,-3.95229721069336,105.73230743408205,15.59405517578125,85.96908569335938,-0.4573587477207184,70.78166961669922,6.9392266273498535,48.182411193847656,-6.031379699707031,52.36700439453125,5.643800258636475,50.53654098510742,-3.173525333404541,67.37747955322266,1.816087007522583,38.427059173583984,-2.566934823989868,31.21788024902344,0.108950562775135,42.22797775268555,hiphop
reggae.00009.wav,661794,0.3831111788749695,0.0975452810525894,0.0867024362087249,0.0018703851383179,1609.7020525109226,1052523.1969200347,1990.7789824965632,380733.9422696014,3269.707812953161,4920435.436868332,0.0605706659657772,0.002450264787341,-1.1350862223480362e-06,0.004885088186711,-1.5677991541451775e-05,0.002416203264147,161.4990234375,-232.5360107421875,6416.439453125,131.2326202392578,1339.292236328125,2.679419040679932,613.2637329101562,18.380754470825195,301.1184387207031,11.350811958312988,309.9845886230469,22.91464805603028,255.45050048828125,-10.442412376403809,271.1134948730469,16.76569366455078,163.62171936035156,-15.254583358764648,172.04884338378906,15.520480155944824,136.45994567871094,-8.388179779052734,133.18882751464844,8.027798652648926,99.24034118652344,-3.7743079662323,98.29900360107422,3.1240782737731934,84.93742370605469,-1.4016611576080322,69.04735565185547,3.266288995742798,70.6971435546875,-4.089113235473633,68.97294616699219,2.9486844539642334,52.67498016357422,0.3949030935764313,61.50838470458984,0.0130694061517715,63.05087661743164,reggae
hiphop.00000.wav,661504,0.4607284069061279,0.085172027349472,0.1252747327089309,0.0024647959508001,2667.940502391169,418523.003280236,2351.1607441175047,107829.3327782934,5475.312341393562,1564158.3836087245,0.147308750845901,0.002891202241004,-0.0152737097814679,0.0046933209523558,-0.00244339578785,0.0086937928572297,117.45383522727272,-80.89219665527344,4879.20947265625,84.7820816040039,750.5294189453125,-31.54802894592285,548.87744140625,33.905311584472656,407.2634887695313,-19.84891891479492,158.77029418945312,23.558883666992188,135.4552764892578,-22.148757934570312,93.80207061767578,20.02622604370117,96.6330108642578,-16.781036376953125,93.65650177001952,19.216514587402344,55.80441665649414,-13.11404514312744,75.10618591308594,11.498653411865234,52.465946197509766,-10.729568481445312,73.96623992919922,10.58186149597168,72.03243255615234,-8.424020767211914,64.8738784790039,7.323508262634277,55.40657043457031,-5.377673625946045,69.42198944091797,7.692774772644043,62.19795227050781,-5.553035259246826,63.34488677978516,1.5160926580429075,41.0722885131836,hiphop
hiphop.00027.wav,664400,0.4277687966823578,0.0963355898857116,0.1350645124912262,0.0017928518354892,2639.5729778074538,1085211.1644011652,2632.431440971456,216031.9030191788,5632.832117771331,3268604.347696154,0.1025435766563944,0.007402318998746,0.0006144600338302,0.0101501820608973,0.0011943978024646,0.0063607064075767,92.28515625,-109.31510925292967,4277.39892578125,76.73072814941406,1354.86669921875,2.77773118019104,673.0665283203125,19.194766998291016,313.11480712890625,0.5628694295883179,306.8553771972656,8.23796558380127,146.5518035888672,-8.042081832885742,207.13949584960932,6.011263370513916,119.31612396240234,-4.280028343200684,93.64817810058594,3.661365985870361,101.28602600097656,-1.526607871055603,116.8977279663086,2.6774864196777344,97.23130798339844,2.2928268909454346,100.29721069335938,2.8631160259246826,68.95623779296875,-5.224315166473389,79.2754135131836,5.366161346435547,81.37508392333984,-6.165792465209961,64.78474426269531,2.2486412525177,64.4126205444336,-2.454323530197144,54.19855117797852,-5.944055080413818,70.24787902832031,hiphop
pop.00033.wav,661504,0.4231001734733581,0.085374429821968,0.1400063037872314,0.0025015154387801,2835.1038145262232,437556.2618564144,2731.7189553176486,163890.84173349405,5944.9793131888055,2066087.204129948,0.1370099061049884,0.0024319545597932,-0.0001379801688017,0.0106145767495036,-0.0005990054924041,0.0044911466538906,99.38401442307692,-68.92820739746094,9197.6396484375,73.75994873046875,495.9411315917969,-12.472087860107422,523.8671875,9.549262046813965,252.3469696044922,-0.0378142297267913,174.0337677001953,12.7262601852417,233.64146423339844,3.162044048309326,135.7886962890625,-0.0723494589328765,162.9142303466797,2.534840583801269,110.4072494506836,2.88288688659668,57.262428283691406,-1.6711935997009275,72.5504150390625,-3.015886306762696,95.93010711669922,1.6182937622070312,44.30720138549805,1.0943087339401243,42.96503829956055,0.9394193291664124,29.8379020690918,-0.4088805019855499,35.4632453918457,-1.2358232736587524,34.00006103515625,-0.75478595495224,32.960418701171875,-1.7025234699249268,36.631622314453125,-1.0387555360794067,51.06867599487305,pop
